Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
37,98,14.5,108,partly cloudy,1004.23,4,Winter,8,coastal,Cloudy
22,72,7,47,overcast,1007.96,3,Winter,6,mountain,Cloudy
-7,87,2.5,95,partly cloudy,987.33,0,Winter,1.5,mountain,Snowy
3,54,5.5,91,cloudy,1061.43,11,Autumn,17.5,mountain,Cloudy
53,92,10.5,89,partly cloudy,1001.2,1,Autumn,2,inland,Rainy
36,43,5,7,clear,1010.69,9,Autumn,8,inland,Sunny
-3,61,15.5,65,partly cloudy,996.99,0,Winter,2.5,mountain,Snowy
28,64,0.5,12,partly cloudy,1005.24,1,Spring,8.5,mountain,Cloudy
11,93,7,64,overcast,1019.45,1,Winter,4.5,inland,Rainy
-7,64,10.5,69,cloudy,908.14,13,Spring,4,inland,Rainy
34,74,9,57,overcast,1005.97,1,Spring,3,coastal,Rainy
32,41,6,5,clear,1022.04,8,Winter,10,inland,Sunny
17,75,14,30,partly cloudy,1011.56,4,Autumn,5,inland,Cloudy
27,59,2,6,partly cloudy,1024.88,10,Summer,6,mountain,Sunny
27,71,17.5,90,overcast,995.1,2,Winter,2.5,mountain,Rainy
-16,97,16,106,overcast,986.93,0,Winter,3.5,inland,Snowy
24,86,16,92,clear,1021.94,6,Spring,1,inland,Sunny
21,60,10.5,44,partly cloudy,1000.43,2,Autumn,6,inland,Cloudy
15,89,4,96,partly cloudy,1019.24,5,Autumn,10,coastal,Cloudy
17,72,12,46,partly cloudy,990.66,10,Spring,20,inland,Sunny
10,53,3,18,overcast,1013.03,4,Autumn,6,inland,Cloudy
33,45,1.5,2,clear,1010.9,10,Winter,8.5,mountain,Sunny
32,54,3.5,35,partly cloudy,1005.89,4,Autumn,8.5,coastal,Cloudy
31,90,5.5,91,overcast,1009.61,3,Summer,2,mountain,Rainy
7,66,2,83,overcast,1127.9,9,Spring,5.5,inland,Sunny
21,86,39,103,overcast,1002.57,14,Summer,1,inland,Rainy
24,52,4.5,13,clear,1014.56,8,Summer,9.5,mountain,Sunny
10,63,9.5,59,overcast,1016.38,1,Spring,1.5,inland,Rainy
2,77,4.5,75,partly cloudy,986.27,0,Winter,3.5,mountain,Snowy
10,66,8.5,27,partly cloudy,1005.36,4,Summer,5.5,inland,Cloudy
4,66,6,87,overcast,995.11,0,Winter,1.5,inland,Snowy
34,75,15,18,partly cloudy,1004.07,4,Spring,5.5,inland,Cloudy
24,88,7,64,overcast,1000.3,1,Winter,3,coastal,Rainy
31,50,11,29,overcast,1007.61,2,Spring,8,mountain,Cloudy
16,73,12,79,overcast,997.53,2,Winter,2.5,inland,Rainy
20,77,14.5,75,partly cloudy,1012.25,3,Spring,4.5,mountain,Rainy
15,74,1,49,partly cloudy,1007.03,3,Autumn,5,coastal,Cloudy
-11,75,17,104,overcast,985.86,13,Winter,2.5,mountain,Snowy
31,22,0.5,14,clear,1024.36,10,Spring,6,coastal,Sunny
-7,94,2,94,partly cloudy,982.84,0,Winter,3.5,mountain,Snowy
29,59,3.5,33,overcast,1007.96,3,Spring,7,coastal,Cloudy
30,84,15,62,overcast,991.86,3,Winter,1,coastal,Rainy
17,68,2.5,39,partly cloudy,1011.1,4,Winter,8,inland,Cloudy
40,35,6.5,0,partly cloudy,1029.38,5,Winter,8.5,coastal,Sunny
17,76,13.5,97,overcast,993.8,0,Summer,4,inland,Rainy
24,64,12.5,87,partly cloudy,1002.26,2,Summer,3,inland,Rainy
55,78,22,72,partly cloudy,1015.65,4,Spring,4.5,coastal,Cloudy
27,29,11,67,overcast,989.96,9,Autumn,17,coastal,Cloudy
-7,92,4.5,78,overcast,990.01,5,Winter,3,mountain,Snowy
28,41,2,14,clear,1021.04,6,Autumn,5,inland,Sunny
30,62,8.5,18,partly cloudy,1009.95,3,Autumn,8,mountain,Cloudy
-4,97,13.5,77,overcast,987.36,0,Winter,3.5,mountain,Snowy
10,93,11.5,73,partly cloudy,999.81,3,Spring,4,coastal,Rainy
24,72,18,62,partly cloudy,1014.02,0,Winter,3.5,mountain,Rainy
-6,80,8,62,overcast,983.66,0,Winter,3.5,inland,Snowy
20,66,7,24,partly cloudy,1000.57,4,Winter,5.5,mountain,Cloudy
21,94,9.5,82,partly cloudy,995.72,2,Autumn,4.5,coastal,Rainy
1,78,6,69,overcast,987.74,1,Winter,4,mountain,Snowy
3,86,14,92,overcast,996.03,1,Winter,1,mountain,Snowy
15,89,10,75,partly cloudy,1008.06,0,Summer,2.5,mountain,Rainy
10,24,6.5,91,cloudy,1056.73,6,Winter,15.5,inland,Rainy
32,72,0.5,41,overcast,1011.26,3,Winter,7,coastal,Cloudy
10,80,14,76,partly cloudy,1004.96,3,Winter,2.5,coastal,Rainy
28,70,16.5,79,overcast,992.25,0,Spring,4.5,mountain,Rainy
4,72,6,85,overcast,981.3,0,Winter,3,mountain,Snowy
23,39,4.5,16,partly cloudy,1012.06,11,Summer,7.5,mountain,Sunny
-9,63,9,79,overcast,981.1,1,Winter,2.5,inland,Snowy
25,83,18.5,98,overcast,993.63,3,Autumn,4,inland,Rainy
-9,93,5.5,83,partly cloudy,991.4,1,Winter,2,inland,Snowy
-6,82,14,82,overcast,991.66,1,Winter,3.5,inland,Snowy
-16,57,5.5,97,overcast,1047.31,9,Summer,11,mountain,Rainy
26,65,8,42,overcast,1007.73,4,Autumn,9,coastal,Cloudy
17,62,11.5,93,partly cloudy,1011.89,2,Summer,1.5,coastal,Rainy
3,73,9.5,59,overcast,983.56,0,Winter,2.5,inland,Snowy
31,70,29,96,partly cloudy,1014.53,1,Autumn,6.5,inland,Cloudy
2,33,5,40,cloudy,976.67,1,Summer,4,coastal,Snowy
2,65,16.5,51,overcast,993.38,0,Winter,4,inland,Snowy
21,86,16,66,partly cloudy,1014.36,0,Summer,4.5,coastal,Rainy
11,71,4.5,22,partly cloudy,1015.06,1,Winter,7,mountain,Cloudy
0,80,17,86,overcast,981.8,1,Winter,1.5,inland,Snowy
26,86,5,63,partly cloudy,999.7,3,Spring,3.5,coastal,Rainy
34,65,1,16,overcast,1002.95,2,Autumn,5,inland,Cloudy
-4,78,12,75,partly cloudy,984.5,0,Winter,3.5,mountain,Snowy
9,74,4,99,overcast,986.94,4,Winter,2,mountain,Snowy
27,30,9,14,clear,1013.51,6,Summer,6.5,coastal,Sunny
-2,90,16,68,overcast,992.52,0,Winter,2,mountain,Snowy
4,25,2.5,93,cloudy,972.03,8,Winter,16.5,mountain,Cloudy
4,73,12.5,84,overcast,990.99,0,Winter,3,inland,Snowy
43,69,7,7,clear,1029.27,7,Spring,8,coastal,Sunny
33,71,11.5,42,partly cloudy,1006.67,1,Winter,8,coastal,Cloudy
24,91,21.5,91,overcast,1008.4,11,Spring,3.5,mountain,Rainy
37,32,7.5,17,clear,1019.78,8,Summer,5,inland,Sunny
0,91,10.5,80,overcast,990.11,0,Winter,2.5,mountain,Snowy
-14,60,14,68,partly cloudy,949.1,5,Spring,3.5,mountain,Snowy
22,37,0.5,12,clear,1014.29,10,Winter,5,inland,Sunny
25,85,9,57,overcast,997.46,3,Autumn,3.5,inland,Rainy
26,78,12.5,91,partly cloudy,1002.69,0,Winter,3.5,coastal,Rainy
24,37,7,1,clear,1016.62,8,Spring,5.5,coastal,Sunny
40,38,10,17,clear,1014.72,6,Winter,9.5,coastal,Sunny
30,36,1.5,13,clear,1011.83,9,Winter,5.5,coastal,Sunny
1,79,17,78,overcast,996.33,0,Winter,2,mountain,Snowy
71,106,9.5,83,clear,1013.56,11,Summer,12,coastal,Sunny
22,53,13,16,partly cloudy,1014.97,2,Summer,5.5,coastal,Cloudy
28,76,10.5,45,overcast,1006.61,4,Winter,6,inland,Cloudy
31,60,5,18,clear,1017.88,8,Spring,8.5,inland,Sunny
44,90,5.5,87,clear,1028.32,11,Winter,1.5,coastal,Sunny
-4,67,12,59,overcast,994.58,1,Winter,1.5,mountain,Snowy
26,70,17.5,94,overcast,990.94,0,Autumn,4.5,coastal,Rainy
12,68,5.5,93,overcast,1018.08,2,Summer,2,inland,Rainy
32,42,4,6,partly cloudy,1017.12,5,Summer,6.5,coastal,Sunny
19,80,6.5,92,overcast,993.42,3,Autumn,1.5,mountain,Rainy
67,92,2,82,clear,1019.37,0,Summer,2.5,inland,Sunny
33,22,9.5,13,partly cloudy,1012.67,9,Summer,10,inland,Sunny
2,91,9,70,overcast,992.12,1,Winter,2.5,mountain,Snowy
24,76,6.5,19,overcast,1017.42,1,Spring,5.5,mountain,Cloudy
20,72,8.5,59,overcast,990.14,2,Autumn,1,inland,Rainy
33,70,8.5,85,overcast,995.35,2,Summer,2,inland,Rainy
29,49,8.5,9,partly cloudy,1022.98,5,Autumn,8.5,mountain,Sunny
-16,78,1,69,overcast,982.27,9,Winter,17,inland,Cloudy
30,77,6,85,partly cloudy,1000.86,2,Summer,3.5,inland,Rainy
4,89,7,61,partly cloudy,986.03,1,Winter,1.5,inland,Snowy
10,52,5,15,partly cloudy,1010.82,4,Autumn,9,coastal,Cloudy
34,68,14,98,cloudy,1079.72,11,Autumn,2,coastal,Rainy
16,109,19,106,overcast,1009.16,10,Summer,1.5,inland,Rainy
34,29,2.5,4,clear,1029.35,7,Winter,7,inland,Sunny
32,60,7.5,14,clear,1011.97,7,Summer,6,coastal,Sunny
11,88,15.5,82,overcast,992.52,0,Spring,3,mountain,Rainy
3,80,5.5,95,overcast,994.15,0,Winter,3,inland,Snowy
28,66,18.5,94,partly cloudy,1004.71,2,Autumn,1.5,mountain,Rainy
25,36,8.5,49,overcast,1112.3,6,Winter,4.5,inland,Rainy
41,23,0.5,14,clear,1016.39,6,Summer,7,mountain,Sunny
36,60,5,10,clear,1012.8,9,Spring,9,mountain,Sunny
26,62,18.5,51,partly cloudy,1011.16,1,Spring,1.5,mountain,Rainy
8,50,13.5,38,partly cloudy,897.71,11,Summer,3,mountain,Rainy
-14,78,5.5,16,overcast,1076.86,11,Spring,9.5,mountain,Snowy
20,71,6.5,21,overcast,1000.6,4,Winter,6.5,coastal,Cloudy
9,76,11,75,cloudy,800.82,3,Summer,6,mountain,Sunny
25,85,19,92,overcast,1014.18,1,Winter,4,mountain,Rainy
28,75,2,49,overcast,1019.47,3,Winter,6,mountain,Cloudy
34,74,5.5,42,overcast,1016.64,2,Spring,7,mountain,Cloudy
-2,64,14,63,partly cloudy,994.6,0,Winter,4,mountain,Snowy
68,83,15.5,96,partly cloudy,1022.32,14,Summer,1,inland,Sunny
12,95,15,80,overcast,996.32,3,Winter,3.5,inland,Rainy
-2,94,4.5,52,overcast,997.72,0,Winter,1.5,inland,Snowy
24,82,8.5,56,partly cloudy,1004.92,1,Winter,1.5,coastal,Rainy
33,88,8.5,88,overcast,1015.85,1,Autumn,4.5,inland,Rainy
17,63,10.5,18,partly cloudy,1010.82,4,Spring,9,coastal,Cloudy
-13,91,8.5,103,overcast,984.65,7,Winter,0.5,mountain,Snowy
25,62,1,33,partly cloudy,1003.39,3,Spring,5.5,mountain,Cloudy
16,57,1.5,27,overcast,1009.43,4,Spring,7,mountain,Cloudy
23,31,9,3,clear,1026.75,9,Summer,9,inland,Sunny
34,62,13,26,partly cloudy,1003.67,2,Summer,6.5,coastal,Cloudy
33,61,8,35,partly cloudy,1018.15,1,Winter,8,mountain,Cloudy
-4,51,9.5,56,overcast,1125.65,13,Winter,14,mountain,Cloudy
22,98,11,96,overcast,1008.34,0,Autumn,4,inland,Rainy
43,21,8.5,9,clear,1025.79,6,Spring,10,inland,Sunny
-7,35,10,34,cloudy,1100.82,12,Autumn,0.5,mountain,Snowy
20,35,9.5,5,partly cloudy,1018.59,10,Autumn,10,coastal,Sunny
33,70,12,66,overcast,998.66,3,Summer,3.5,mountain,Rainy
39,30,6,17,partly cloudy,1018.41,9,Spring,7.5,mountain,Sunny
20,54,8,19,partly cloudy,1011.1,2,Summer,6,coastal,Cloudy
44,47,6.5,3,clear,1027.72,10,Summer,5.5,coastal,Sunny
11,85,16.5,92,partly cloudy,998.54,2,Winter,5,mountain,Rainy
65,81,7.5,77,clear,1010.83,11,Winter,7.5,coastal,Sunny
23,69,10.5,84,overcast,993.73,1,Spring,4.5,inland,Rainy
21,70,6.5,26,overcast,1014.12,1,Winter,7.5,mountain,Cloudy
21,97,9,67,partly cloudy,1008.74,1,Summer,1.5,coastal,Rainy
15,65,6,18,partly cloudy,1007.69,2,Winter,7.5,mountain,Cloudy
18,68,4,40,partly cloudy,1008.41,1,Autumn,6,inland,Cloudy
28,107,10,90,clear,1027.99,10,Spring,3.5,inland,Sunny
32,75,11.5,84,overcast,994.01,2,Autumn,2.5,inland,Rainy
28,60,0,30,overcast,1014.84,1,Winter,7.5,inland,Cloudy
31,83,8.5,99,partly cloudy,1003.78,2,Spring,2.5,mountain,Rainy
18,67,0.5,25,overcast,1017.63,2,Spring,7.5,inland,Cloudy
10,60,10.5,88,partly cloudy,999.02,0,Autumn,4.5,coastal,Rainy
11,88,7,74,overcast,1017.24,0,Spring,2.5,mountain,Rainy
-1,83,16.5,68,partly cloudy,986.61,1,Winter,2.5,mountain,Snowy
27,33,7,83,cloudy,1194.57,1,Winter,8,inland,Rainy
48,50,10,93,partly cloudy,1123.33,8,Summer,16.5,coastal,Rainy
26,72,2.5,29,partly cloudy,1006.14,2,Autumn,5,inland,Cloudy
10,90,11,78,partly cloudy,992.09,2,Autumn,4.5,inland,Rainy
27,77,6.5,20,partly cloudy,1009.04,1,Winter,7.5,mountain,Cloudy
35,29,9.5,9,clear,1022.77,5,Winter,7,inland,Sunny
0,60,18,74,overcast,986.18,0,Winter,4,inland,Snowy
46,49,7.5,21,partly cloudy,981.14,2,Winter,9,coastal,Rainy
20,80,6,74,overcast,999.38,1,Winter,4.5,inland,Rainy
17,90,12.5,107,partly cloudy,1015.25,3,Summer,8,coastal,Cloudy
0,89,9.5,87,partly cloudy,996.6,1,Winter,2,mountain,Snowy
57,71,13.5,81,partly cloudy,1018.78,4,Autumn,9,mountain,Cloudy
-10,67,15,58,overcast,990.84,1,Winter,1,mountain,Snowy
48,42,8,83,partly cloudy,1069.74,7,Summer,0.5,mountain,Snowy
29,70,5.5,45,partly cloudy,1008.96,2,Winter,8,inland,Cloudy
42,58,2,5,clear,1029.39,6,Spring,6.5,mountain,Sunny
10,85,17,59,overcast,1010.03,1,Summer,2,mountain,Rainy
30,63,6,65,partly cloudy,1009.86,0,Winter,4,mountain,Rainy
30,71,10.5,22,partly cloudy,1007.99,3,Spring,8.5,coastal,Cloudy
3,68,7.5,59,overcast,980.85,0,Winter,3.5,inland,Snowy
12,77,8,19,partly cloudy,1017.4,3,Spring,8.5,mountain,Cloudy
-4,60,7.5,74,overcast,998.95,0,Winter,3.5,inland,Snowy
-1,78,11,79,partly cloudy,995.07,0,Winter,1.5,mountain,Snowy
16,52,8.5,24,partly cloudy,1006.67,3,Winter,7,coastal,Cloudy
0,99,14.5,61,overcast,987.33,0,Winter,3.5,inland,Snowy
30,58,2.5,47,overcast,1007.46,3,Summer,7.5,mountain,Cloudy
40,25,6,6,clear,1011.16,7,Spring,5.5,coastal,Sunny
41,76,10.5,76,overcast,1133.9,7,Spring,3.5,inland,Cloudy
18,87,15,81,overcast,991.2,3,Winter,2.5,inland,Rainy
47,38,0.5,40,partly cloudy,910.97,6,Autumn,19,coastal,Cloudy
22,71,15.5,86,partly cloudy,1018.42,9,Summer,5.5,coastal,Cloudy
-5,73,19.5,60,overcast,991.6,1,Winter,3,mountain,Snowy
13,93,11,93,overcast,1014.32,2,Autumn,3,coastal,Rainy
2,90,9,96,overcast,994.9,6,Winter,2,mountain,Snowy
15,106,7,80,partly cloudy,1009.09,10,Summer,4,inland,Cloudy
4,64,19,52,overcast,986.96,1,Winter,3,mountain,Snowy
4,87,11.5,76,overcast,993.36,1,Winter,2,mountain,Snowy
12,64,1.5,21,overcast,1008.37,4,Spring,5.5,coastal,Cloudy
28,67,14.5,83,partly cloudy,1016.48,3,Summer,1.5,inland,Rainy
-4,94,4,93,overcast,999.99,0,Winter,2,mountain,Snowy
11,67,1,28,partly cloudy,1019.25,1,Autumn,6.5,mountain,Cloudy
11,21,5,61,partly cloudy,1091.83,2,Autumn,1.5,mountain,Sunny
10,62,8,26,partly cloudy,1000.52,1,Winter,5.5,mountain,Cloudy
10,79,16,83,overcast,992.81,1,Autumn,5,coastal,Rainy
4,91,13.5,84,overcast,997.14,1,Winter,5,inland,Snowy
24,63,1,44,overcast,1016.04,4,Winter,6,mountain,Cloudy
-16,64,0,48,partly cloudy,1163.02,1,Winter,14,coastal,Rainy
-5,69,12.5,83,overcast,981.49,1,Winter,3,inland,Snowy
34,61,13,25,partly cloudy,1000.53,2,Summer,8,coastal,Cloudy
-5,94,26.5,80,overcast,992.67,14,Winter,4.5,inland,Snowy
11,94,32,79,overcast,1016.52,11,Spring,5,mountain,Rainy
16,79,12.5,67,overcast,1019.59,1,Spring,4.5,inland,Rainy
28,56,7,13,clear,1020.37,11,Winter,7,inland,Sunny
31,46,3.5,14,clear,1014.89,11,Autumn,8,coastal,Sunny
27,62,9,28,overcast,1004.74,3,Spring,8,mountain,Cloudy
26,35,3,14,clear,1027.91,7,Autumn,5.5,mountain,Sunny
38,68,8.5,18,clear,1015.9,5,Spring,5.5,inland,Sunny
15,52,6,43,partly cloudy,1019.49,4,Winter,7,mountain,Cloudy
19,80,26.5,70,partly cloudy,1004.28,7,Summer,3,coastal,Rainy
-3,86,13.5,93,overcast,986.03,0,Winter,4,inland,Snowy
-1,108,22,106,overcast,996.16,12,Winter,2.5,mountain,Snowy
19,63,8.5,33,overcast,1014.27,2,Spring,6.5,mountain,Cloudy
26,67,4.5,12,overcast,1012.11,3,Autumn,6,coastal,Cloudy
20,68,6,30,partly cloudy,1003,3,Spring,5,inland,Cloudy
14,89,14,91,overcast,998.14,0,Winter,3,inland,Rainy
39,79,11.5,100,overcast,1005.63,9,Winter,9,mountain,Cloudy
22,79,5.5,62,overcast,1003.79,1,Summer,3,inland,Rainy
0,81,36.5,78,overcast,980.99,6,Winter,0.5,inland,Snowy
34,38,6.5,6,partly cloudy,1023.54,9,Summer,10,mountain,Sunny
44,24,5,37,overcast,889.89,1,Spring,1.5,coastal,Rainy
24,105,5.5,87,partly cloudy,1008.54,12,Winter,1,coastal,Cloudy
17,97,18.5,68,overcast,1008.74,0,Winter,5,inland,Rainy
15,82,14.5,91,overcast,993.37,1,Winter,1,inland,Rainy
4,71,2,91,overcast,980.73,0,Winter,2.5,inland,Snowy
26,77,8.5,38,overcast,1000.78,2,Autumn,7,coastal,Cloudy
27,74,0.5,19,partly cloudy,1018.43,3,Autumn,8.5,coastal,Cloudy
41,46,9.5,5,partly cloudy,1026.51,11,Summer,9,coastal,Sunny
40,71,30,108,partly cloudy,1010.37,12,Autumn,1,mountain,Rainy
-2,86,10,78,overcast,988.96,1,Winter,2.5,inland,Snowy
54,84,10,93,overcast,1000.81,8,Winter,1,mountain,Rainy
11,61,11,82,overcast,1018.31,0,Summer,1.5,inland,Rainy
41,50,8.5,6,partly cloudy,1017.27,9,Spring,6,inland,Sunny
18,77,13.5,44,partly cloudy,1005.63,1,Autumn,7,inland,Cloudy
0,68,12.5,74,overcast,990.32,1,Winter,1.5,mountain,Snowy
31,82,16,80,partly cloudy,990.74,1,Autumn,1.5,mountain,Rainy
24,68,14,86,overcast,1006.37,1,Autumn,4,coastal,Rainy
-6,73,1.5,17,cloudy,1074.39,3,Spring,13.5,coastal,Snowy
-3,98,8,89,partly cloudy,996.59,1,Winter,1.5,mountain,Snowy
-10,99,18.5,52,partly cloudy,996.39,1,Winter,5,inland,Snowy
19,53,8,47,partly cloudy,1001.91,2,Summer,8,coastal,Cloudy
18,105,10.5,97,partly cloudy,1003.85,4,Summer,4,mountain,Cloudy
15,75,7,11,partly cloudy,1009.42,4,Winter,8.5,inland,Cloudy
33,79,9.5,57,overcast,991.05,3,Winter,2,inland,Rainy
-10,65,6.5,53,overcast,980.77,0,Winter,4,mountain,Snowy
34,87,16,79,partly cloudy,1015.24,14,Spring,3,coastal,Cloudy
25,51,4,45,overcast,1155.04,3,Winter,11.5,coastal,Sunny
25,77,8.5,13,overcast,1019.95,3,Summer,8.5,mountain,Cloudy
39,76,25.5,76,partly cloudy,1004.76,11,Autumn,1.5,mountain,Cloudy
25,81,8.5,94,partly cloudy,1001.63,1,Summer,2.5,coastal,Rainy
-8,69,4,73,overcast,984.95,0,Winter,3.5,mountain,Snowy
14,63,9,40,partly cloudy,1018,2,Summer,7.5,coastal,Cloudy
2,73,7.5,65,partly cloudy,993.68,0,Winter,2,mountain,Snowy
49,78,32.5,107,overcast,1009.4,4,Summer,3.5,inland,Rainy
33,47,0.5,6,clear,1019.45,5,Autumn,8.5,mountain,Sunny
32,65,11.5,58,overcast,1006.27,3,Summer,3.5,inland,Rainy
25,71,1.5,43,overcast,1009.43,1,Autumn,5.5,coastal,Cloudy
-7,93,10.5,62,overcast,985.6,1,Winter,2,mountain,Snowy
24,73,7.5,104,clear,1016.74,7,Spring,9,inland,Sunny
33,63,6,59,partly cloudy,1017.11,0,Summer,5,coastal,Rainy
-19,54,1.5,22,overcast,1121.08,11,Winter,9.5,coastal,Cloudy
2,69,1,50,overcast,992.9,0,Winter,4.5,inland,Snowy
-9,62,3,77,partly cloudy,985.16,1,Winter,1.5,inland,Snowy
30,61,9,73,overcast,1014.13,3,Spring,4.5,mountain,Rainy
22,104,13,80,partly cloudy,991.94,3,Winter,3,inland,Rainy
32,37,2.5,19,clear,1024.98,7,Spring,6,coastal,Sunny
-3,76,17,87,partly cloudy,998.66,1,Winter,3.5,inland,Snowy
26,52,14.5,18,cloudy,1085.07,6,Spring,14.5,inland,Cloudy
30,85,11,80,overcast,1005.48,1,Summer,1,mountain,Rainy
3,106,9,73,overcast,985.34,8,Winter,0.5,inland,Snowy
44,51,15,71,partly cloudy,982.9,5,Autumn,2.5,inland,Rainy
20,35,7.5,15,partly cloudy,1019.01,5,Winter,8.5,coastal,Sunny
11,63,14,23,overcast,1004.82,4,Spring,8.5,coastal,Cloudy
40,85,9,78,clear,1025.97,4,Spring,6,inland,Sunny
21,61,6.5,10,clear,1016.28,8,Autumn,6,mountain,Sunny
25,91,15,77,partly cloudy,1010.41,6,Autumn,6,mountain,Cloudy
30,54,7.5,15,overcast,1011.24,1,Spring,7,coastal,Cloudy
27,59,3,41,partly cloudy,1010.87,1,Summer,6,coastal,Cloudy
-8,82,6,69,overcast,991.06,1,Winter,3.5,mountain,Snowy
23,49,3.5,5,partly cloudy,1022.43,11,Autumn,9.5,inland,Sunny
27,68,12.5,13,partly cloudy,1003.22,4,Spring,8.5,inland,Cloudy
19,42,6,14,cloudy,822.25,4,Summer,17.5,mountain,Rainy
-1,68,8.5,96,overcast,998.35,0,Winter,3,inland,Snowy
12,60,11.5,83,overcast,990.22,2,Spring,2.5,inland,Rainy
25,62,15,27,partly cloudy,1017.1,2,Winter,8.5,mountain,Cloudy
26,90,12.5,53,overcast,1005.02,1,Spring,5,mountain,Rainy
-9,83,14,69,overcast,997.62,1,Winter,1.5,inland,Snowy
17,70,10.5,85,clear,1029.28,1,Spring,10,mountain,Sunny
15,95,18,83,overcast,1004.43,3,Winter,4,mountain,Rainy
14,88,6.5,60,overcast,1016.66,0,Autumn,3,mountain,Rainy
25,42,14,60,partly cloudy,1185.93,1,Spring,12.5,coastal,Cloudy
30,73,9.5,26,partly cloudy,1003.11,3,Autumn,7,inland,Cloudy
-3,68,16,85,overcast,989.63,1,Winter,4,mountain,Snowy
41,60,6.5,3,partly cloudy,1022.31,9,Winter,7.5,inland,Sunny
13,99,28,109,partly cloudy,1014.87,5,Winter,6.5,inland,Cloudy
30,79,10,65,partly cloudy,992.74,3,Summer,3,inland,Rainy
10,54,13,29,partly cloudy,1008.68,4,Spring,7.5,coastal,Cloudy
22,69,5.5,12,partly cloudy,1011.75,2,Autumn,9,inland,Cloudy
-9,65,6,65,overcast,995.43,0,Winter,3,mountain,Snowy
-9,79,19,64,overcast,995.32,1,Winter,5,inland,Snowy
-6,95,27.5,95,overcast,983.31,2,Winter,0.5,inland,Snowy
27,71,0,13,overcast,1019.28,2,Autumn,9,mountain,Cloudy
16,77,9.5,17,partly cloudy,1008.07,3,Summer,9,inland,Cloudy
-7,92,2.5,90,overcast,994.04,0,Winter,3.5,mountain,Snowy
3,98,5,76,overcast,989.53,0,Winter,4.5,inland,Snowy
44,58,4.5,8,clear,1013.19,9,Summer,9.5,mountain,Sunny
-7,80,9,61,partly cloudy,995.92,0,Winter,2.5,mountain,Snowy
20,61,5,5,partly cloudy,1018.31,8,Summer,7.5,mountain,Sunny
30,61,9.5,6,clear,1025.53,8,Autumn,8.5,mountain,Sunny
15,70,6,81,overcast,1012.15,2,Spring,3.5,inland,Rainy
-6,79,19.5,90,overcast,993.19,0,Winter,1.5,mountain,Snowy
21,92,16.5,63,overcast,1009.79,2,Summer,3.5,coastal,Rainy
11,85,19,60,overcast,1012.25,2,Winter,2.5,inland,Rainy
28,74,10.5,14,partly cloudy,1014.58,2,Summer,5,inland,Cloudy
3,74,12,62,partly cloudy,991.37,1,Winter,3,inland,Snowy
-4,92,13,74,overcast,995,0,Winter,4,mountain,Snowy
44,47,2.5,8,clear,1026.72,6,Spring,7.5,mountain,Sunny
20,72,14,37,partly cloudy,1013.21,4,Winter,7,mountain,Cloudy
20,59,10,16,partly cloudy,1015.12,10,Summer,9.5,mountain,Sunny
23,68,19.5,73,overcast,1015.78,0,Autumn,4.5,coastal,Rainy
33,85,7,90,overcast,1018.08,1,Spring,2.5,mountain,Rainy
-3,90,18.5,96,overcast,980.43,0,Winter,3.5,inland,Snowy
41,64,3,11,partly cloudy,1018.58,7,Autumn,8,inland,Sunny
34,55,2.5,32,overcast,1003.6,2,Winter,5,inland,Cloudy
16,55,12.5,12,overcast,1003.41,1,Summer,8,mountain,Cloudy
44,76,12,84,clear,1026.18,9,Autumn,9.5,coastal,Sunny
-7,91,3,53,overcast,986.24,1,Winter,1,mountain,Snowy
-3,75,1,15,cloudy,802.47,8,Autumn,10,inland,Cloudy
-4,69,14.5,52,partly cloudy,982.79,0,Winter,4.5,mountain,Snowy
23,37,4,16,partly cloudy,1017.64,7,Summer,7,coastal,Sunny
30,63,8.5,22,partly cloudy,1004.87,1,Summer,5.5,coastal,Cloudy
1,80,0,71,overcast,995.74,1,Winter,5,inland,Snowy
10,76,4.5,10,partly cloudy,1014.82,2,Autumn,7,inland,Cloudy
14,74,3.5,87,overcast,1019.81,2,Summer,11.5,coastal,Cloudy
42,53,7.5,19,clear,1029.77,9,Spring,5.5,inland,Sunny
38,79,0,64,partly cloudy,885.51,14,Summer,8.5,coastal,Sunny
31,94,1.5,108,partly cloudy,1011.26,9,Winter,2,inland,Sunny
13,73,12,21,partly cloudy,1002.76,1,Winter,8.5,coastal,Cloudy
19,70,8,31,partly cloudy,1009.02,3,Winter,9,mountain,Cloudy
27,87,14,58,overcast,1016.41,0,Spring,2.5,inland,Rainy
27,49,9.5,5,clear,1019.72,9,Winter,7.5,coastal,Sunny
52,100,0,81,clear,1018.12,12,Summer,1.5,inland,Sunny
-12,77,6,49,cloudy,1188.33,10,Winter,13,inland,Cloudy
31,34,12,92,cloudy,865.17,13,Winter,4.5,inland,Sunny
33,60,9.5,48,overcast,1011.45,1,Winter,6.5,inland,Cloudy
25,46,7,5,clear,1025.97,5,Summer,8.5,inland,Sunny
18,77,15,62,partly cloudy,1003.14,0,Spring,5,coastal,Rainy
-8,67,19,89,overcast,995.9,0,Winter,3,inland,Snowy
-10,88,16,83,overcast,987.66,0,Winter,1.5,inland,Snowy
35,83,16,75,clear,1027.52,0,Autumn,6,inland,Sunny
